,Kingdom,Phylum,Class,Order,Family,Genus,Species
e0074ffb02e6dadd7077d4d35a5e3581,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Treponematales,f__Treponemataceae,g__Unclassified,s__Unclassified
0aaa1bc4c7439048e88694484566760c,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Treponematales,f__Treponemataceae,g__Treponema_D,s__Unclassified
e9d877d23aa19c21b364264d483a03bb,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Treponematales,f__Treponemataceae,g__Unclassified,s__Unclassified
3c3641ee2c9959e080da89903dbd5a0d,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Treponematales,f__Treponemataceae,g__Unclassified,s__Unclassified
1653a6bd9745a1681073e93201788b8b,d__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema brennaborense
4fd6eb95d4fd010c698252a76eea8243,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Treponematales,f__Treponemataceae,g__Treponema_D,s__Treponema D parvum
e8dbbd6783997699820208095549b781,d__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema bryantii
031e77950074f929e65452341576a5d5,d__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema bryantii
34bb832e54bbe59e65f98dac34a2c41f,d__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema bryantii
fb53ab43fa12e7a128b5c332f2df2b68,d__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema bryantii
2589034f2febe8e880338d3e36140169,d__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema bryantii
703b3f7d38853522887dc03dd65d0693,d__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema bryantii
448e05996c851ca4a7ef879a7b6f207f,d__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema bryantii
93b30dcb158e426f39d17eb8a26ae5f1,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Treponematales,f__Treponemataceae,g__Treponema_D,s__Treponema D parvum
9acc0075dfdf80f2a0b81121a750602a,d__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema bryantii
ca42277c229e982bf502eef6caadc8a8,d__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema bryantii
aa673e16f7ec63db0dc32e471d98c702,d__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema bryantii
b29f1a2906807b4cfe77fd461fcda9cb,d__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema bryantii
c73bab92f7fbf4e99884fb224694ed60,d__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema bryantii
6739a5136bc9ca6a6156120f320e89e6,d__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema bryantii
b6ca97a8c9b8789866aca3bad28fdf51,d__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema bryantii
11ae94048e9dfd6270ccde080638163d,d__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema bryantii
89412219ae7fa4322c90e4b7c0482683,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Treponematales,f__Treponemataceae,g__Treponema_D,s__Unclassified
5d7bddb09b93f79dbcaedf4839d80434,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Treponematales,f__Treponemataceae,g__Treponema_D,s__Unclassified
dce59ae19577f40fdb84ed09749fb4f9,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Treponematales,f__Treponemataceae,g__Treponema_D,s__Unclassified
0d1e9e320cee71b4b9b92a4f560e6720,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Treponematales,f__Treponemataceae,g__Treponema_D,s__Unclassified
c32efcd15943e0faf4425277f07b7241,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Treponematales,f__Treponemataceae,g__Treponema_D,s__Treponema D parvum
4dd3eaeba9180135ed16900cfb28b44f,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Treponematales,f__Treponemataceae,g__Treponema_D,s__Unclassified
69fe98dc2d9658f7dbaa3d50555035ea,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Treponematales,f__Treponemataceae,g__Treponema_D,s__Unclassified
ca5e58999a0a0bf20e3fdca4a4fb95da,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Treponematales,f__Treponemataceae,g__Treponema_D,s__Unclassified
bbe9e4a75a72847ad824f5648f6eac90,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Treponematales,f__Treponemataceae,g__Treponema_D,s__Unclassified
b47c90fccc149a114dfb7d1714ffbc04,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Treponematales,f__Treponemataceae,g__Treponema_D,s__Unclassified
5f0e6dd88e51837e9b548a3802d01278,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Treponematales,f__Treponemataceae,g__Treponema_D,s__Treponema D sp900769985
6ef7155b81c1b2db6ba942b7daf8d64e,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Treponematales,f__Treponemataceae,g__Treponema_D,s__Unclassified
1ee331dfce1ca7dfd2e41833b8c3b9ad,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Treponematales,f__Treponemataceae,g__Treponema_D,s__Unclassified
d9474fc9fd065dc4f2cf6b261cd20b1f,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Treponematales,f__Treponemataceae,g__Treponema_D,s__Unclassified
bb143d37818c379c6728055c08b39f3c,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Treponematales,f__Treponemataceae,g__Treponema_D,s__Unclassified
be2fe86f358a1ba23e78db2ba2af7f4a,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Treponematales,f__Treponemataceae,g__Unclassified,s__Unclassified
85e49029e83e193d5ff270a484625fdc,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Treponematales,f__Treponemataceae,g__Treponema_D,s__Unclassified
a4876ebc381304f69340c33dbed64978,d__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema bryantii
0aee6c3b825c6421208d7fd15bc8bc68,d__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema brennaborense
e32b49537e1d47d5c7d734dc8abdca60,d__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema brennaborense
e2cfaf3439b22054d56977aa58612050,d__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema brennaborense
110ce9f68848b58c272f67d20857dc66,d__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema brennaborense
1414f0805c32b3d31817f7d88188139e,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Treponematales,f__Treponemataceae,g__Treponema_D,s__Treponema D parvum
778c4719438ffba0082eece24b2f523e,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Treponematales,f__Treponemataceae,g__Treponema_D,s__Treponema D parvum
5955e4d2f2f86ad4404b0d14308c2a4e,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Treponematales,f__Treponemataceae,g__Treponema_D,s__Treponema D parvum
499060c733778f5130da2e75a63231d0,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Treponematales,f__Treponemataceae,g__Treponema_D,s__Treponema D parvum
e76b72db9fbc9b7c103024d93247d86b,d__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema brennaborense
a7fad2aea57a1ec267685879a48d8224,d__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema bryantii
526894aa64dfd638867f43ed46521324,d__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema bryantii
91a042152b9ad85b53688c041d410854,d__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema bryantii
19bf03ece84741b050aaa402cd1ea95d,d__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema bryantii
224edc21ef1df6e89b6bb1ca399fc754,d__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema bryantii
ad40e3d55fed12e2c50efb2209c7489b,d__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema bryantii
8a9ba19c1ffa92e267688a45897975a6,d__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema bryantii
06b510951704482e66ba8def2dad978b,d__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema bryantii
cd1c9cf7fd04ea4d61a502ec1b005a12,d__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema bryantii
59300529b5637f6999dcd687559dc3a1,d__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema bryantii
d8835332d57c30f330bf0f9466a525f4,d__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema bryantii
6139bb825e2975a52509c519a6e6176f,d__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema bryantii
06cefd4ccf47c42bc81242a070b6390f,d__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema bryantii
fb3bf702641c424fb09946e2c4f10c2a,d__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema bryantii
c8c146b4a42d36066ddfc9bd9d8bb2cd,d__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema bryantii
f547b01378263fce7e18ddfe50ada3c0,d__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema bryantii
487a291cd3a3d93aad53789b0e063d99,d__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema bryantii
2e80b311f660c0e6b860210342ea39a2,d__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema bryantii
69217d5ef9445c78d8e099c701694acf,d__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema bryantii
a672ca07918fff00dae316d1d060dd89,d__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema bryantii
6ee23124f32aee6f2cd59845b42165f0,d__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema bryantii
427d54d58c06d571687f05ce1987b98c,d__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema bryantii
2f52623891e4565367e2cc11716e7168,d__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema bryantii
74f1b479d2050ce859376c232fa50796,d__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema bryantii
7a1022588afd9da250475048618879a6,d__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema bryantii
5d0ae59a41d2e26045a8a249773d954e,d__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema bryantii
05498b4b25a30d8f8b6277ffb4c72d33,d__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema bryantii
153733c15bfddb7a24870862f03aced2,d__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema bryantii
3c1e2f0a4641a3be0aac9db5f90fc362,d__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema bryantii
cb680bb962c8d0071b96978f101e92a6,d__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema bryantii
7edfda21c1820390760bf4ac78107653,d__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema bryantii
bec5965a8c7b2ca0f47f7441ec03e1e2,d__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema bryantii
aaf3409bbe04622611a242a5ac5a6bf8,d__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema bryantii
32ec888354d62ff86f4ee5994e27b769,d__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema bryantii
29421dc862949154a24e6e133a16d200,d__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema bryantii
0da269b8f54c9537f9147c3259fe92e9,d__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema bryantii
be4949d6e38d7e05a83518f8e2d43f60,d__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema bryantii
9f63faffd3fc29666424eba48c5db950,d__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema bryantii
bdaa2d862cf2f398602a420097067f95,d__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema bryantii
2063ab565ff5bc9a1cac9e097626bcb9,d__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema bryantii
126ac9c90a011b0c40e9dbc817268132,d__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema bryantii
65cc53c2b0dc92138dc15f70b1234396,d__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema bryantii
9195fe68f47eb928b2b8c4077873ba3d,d__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema bryantii
b73ffe0ea29fce9b180648398bd826a6,d__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema bryantii
2a6a766c132036083a377f0912ada2f8,d__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema bryantii
bfefec4853476a64b3abc3368291cc81,d__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema bryantii
658fb188be5f6644e866da30fedadd27,d__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema bryantii
af603a5fd8eb4547b40236eaf40af914,d__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema bryantii
66ca1fb231550a242c0d3ee26e578575,d__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema bryantii
8137aa43037fd458ec3f9e1fb7449cb9,d__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema bryantii
460547b1bbbdbb33ce41c3d844ed0e0f,d__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema bryantii
1318816297890b6ee80b3422b9a578ba,d__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema bryantii
bc2c7e6b85adb83562a1d481313b4461,d__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema bryantii
c17442dccd3b5208b420a7d6378506dc,d__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema bryantii
e6a1b5b4c5dea24d450a1cf768dcbca4,d__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema bryantii
c16eba886c29177019b0056d383f51a7,d__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema bryantii
40bc395e02e800acb6ac974398d724bd,d__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema bryantii
3cb0076b663c583dd804ca75d3921cbd,d__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema bryantii
49ff29a80c4ba68e1af55b27bbf63af4,d__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema bryantii
d04efec138ef919b0eec8e9c6a2ac30d,d__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema bryantii
c2f8edf1316e57c53c7692aaa1e2e263,d__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema bryantii
ce456f1525b4e17a23451c61c06b678b,d__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema bryantii
460aaf5ba2927c48558e2ef03257a8cf,d__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema bryantii
cfd6716322d7adfbdaf130932cb8b2a4,d__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema bryantii
d992e1d0a7ae0963da4c70c5652a6b29,d__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema bryantii
ec0b35a5ac401f787bcd6d799dacdde8,d__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema bryantii
44b2ed18c3340011bb32848a54a9b37b,d__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema bryantii
d597b9612236c569720263854c290039,d__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema bryantii
a9e2696bc3c9fde02f330e442698e0e4,d__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema bryantii
703567757466aa2d083405dae6ee31ce,d__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema bryantii
afd9399628bd8988dfd18d15539ea102,d__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema bryantii
748c8475f00f08c01ff624bb1738eb85,d__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema bryantii
9025c2cd47a17acc3db69e98034dd75c,d__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema bryantii
e3ad92b4aee79f818d4843d3a2de5fc6,d__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema bryantii
a1f686af7cc56ee75a2b4fc4d1601180,d__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema bryantii
0fb5f5b9a43ecca4c2a9333f9a5c23c3,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Treponematales,f__Treponemataceae,g__Treponema_D,s__Treponema D parvum
af9955595778cc6d398b7e6ed3ca688d,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Treponematales,f__Treponemataceae,g__Treponema_D,s__Treponema D parvum
ef383bcbb57acb03f97b157c51b58d30,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Treponematales,f__Treponemataceae,g__Treponema_D,s__Treponema D parvum
244affa4551d817ee8df7afd9be5acec,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Treponematales,f__Treponemataceae,g__Treponema_D,s__Treponema D parvum
a9ed100e43e3ea3fb0ed7588f06af893,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Treponematales,f__Treponemataceae,g__Treponema_D,s__Treponema D parvum
e6e05ef5934b5d0699e66822b8d51d75,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Treponematales,f__Treponemataceae,g__Treponema_D,s__Treponema D parvum
92cf15d574d0e828f0623e28c52e28c1,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Treponematales,f__Treponemataceae,g__Unclassified,s__Unclassified
cf8ee41205f1afdfce641419ed8fa6bb,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Treponematales,f__Treponemataceae,g__Unclassified,s__Unclassified
0d7a9c845a3391b3ab5b476dbd89dc9c,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Treponematales,f__Treponemataceae,g__Unclassified,s__Unclassified
b367e2eceeba0504f8f28191f9bc6f37,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Treponematales,f__Treponemataceae,g__Unclassified,s__Unclassified
e4410104d02406b5a001b66e73916804,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Treponematales,f__Treponemataceae,g__Treponema_D,s__Treponema D parvum
27230c84b6b8828a0bdfadfb8f003f5a,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Treponematales,f__Treponemataceae,g__Treponema_D,s__Treponema D parvum
4f3bc6bafdf50f79106b74b52e5171a9,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Treponematales,f__Treponemataceae,g__Unclassified,s__Unclassified
78ece1af2b2cd528a2e20409e462cf50,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Treponematales,f__Treponemataceae,g__Unclassified,s__Unclassified
125d9168efd2b7852115ccd1827aad71,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Treponematales,f__Treponemataceae,g__Unclassified,s__Unclassified
0251a5b636fa8f3203694fb8ea50b70a,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Treponematales,f__Treponemataceae,g__Unclassified,s__Unclassified
1e2debdd94771cf7f691682ae94fb05b,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Treponematales,f__Treponemataceae,g__Unclassified,s__Unclassified
cb5eeba33d1c21794bd21721511e15d1,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Treponematales,f__Treponemataceae,g__Treponema_D,s__Treponema D parvum
8906c0555a2de5c07ca7d8a0603aa0ed,d__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema bryantii
739803b248562199c2a15719c7eef278,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Treponematales,f__Treponemataceae,g__Unclassified,s__Unclassified
6ed4a1a77b0954ec986f3cfb728882ed,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Treponematales,f__Treponemataceae,g__Unclassified,s__Unclassified
e375e79a3fcc962d5dc6e8e8bafc8005,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Treponematales,f__Treponemataceae,g__Treponema_D,s__Treponema D parvum
a9325906bef83f5d55234162059486ee,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Treponematales,f__Treponemataceae,g__Unclassified,s__Unclassified
9a3b696d66889d1f07f2ff6ec2b9d289,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Treponematales,f__Treponemataceae,g__Treponema_D,s__Treponema D parvum
c27d7c0ae83e596c5b377ba85e809de5,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Treponematales,f__Treponemataceae,g__Treponema_D,s__Treponema D parvum
d77e99b0f5f0d6e4844187f3d00cbce8,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Treponematales,f__Treponemataceae,g__Treponema_D,s__Treponema D parvum
05fb97067543f795b3e705d84ee8f8ae,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Treponematales,f__Treponemataceae,g__Treponema_D,s__Treponema D parvum
aa1b7cd631dfc7b7a8d4785161e7b7c9,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Treponematales,f__Treponemataceae,g__Treponema_D,s__Treponema D parvum
aca04e419c35fcdd77e51ca2014ad0bf,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Treponematales,f__Treponemataceae,g__Treponema_D,s__Treponema D parvum
